Category,Difficulty,QuestionGroup,Question,Answer,Explanation
ACom,Beginner,11,CSF flow problems may occur after ACom haemorrhage.,TRUE,Blood products may block CSF pathways.
ACom,Beginner,11,Hydrocephalus is more commonly associated with unruptured aneurysms than ruptured ACom aneurysms.,FALSE,Hydrocephalus is a recognised complication after rupture and haemorrhage.
ACom,Beginner,12,ACom aneurysm rupture is a neurosurgical emergency.,TRUE,Rapid assessment and treatment are often required.
ACom,Beginner,12,ACom rupture can safely be ignored if headache settles.,FALSE,Urgent assessment is essential after suspected rupture.
ACom,Beginner,12,Urgent medical treatment is required after suspected ACom rupture.,TRUE,Early intervention improves outcomes.
ACom,Beginner,12,ACom rupture is usually managed in the community without hospital assessment.,FALSE,Suspected aneurysmal rupture requires urgent hospital assessment.
ACom,Beginner,13,The ACom connects the left and right ACA.,TRUE,The anterior communicating artery links the two anterior cerebral arteries.
ACom,Beginner,13,The ACom connects the MCA and PCA.,FALSE,ACom connects the two ACAs.
ACom,Beginner,13,Blood may pass between the left and right ACA through the ACom.,TRUE,The ACom can provide a connection between both anterior cerebral arteries.
ACom,Beginner,13,The ACom connects the basilar artery directly to the ICA.,FALSE,The ACom is part of the anterior circulation between the ACAs.
ACom,Beginner,14,Short-term memory problems may occur following ACom aneurysm rupture.,TRUE,ACom rupture may affect nearby memory pathways.
ACom,Beginner,14,ACom aneurysms mainly cause improved recall of recent events.,FALSE,Memory impairment rather than improvement may occur.
ACom,Beginner,14,Memory difficulties may occur after ACom haemorrhage.,TRUE,Nearby memory-related structures may be affected.
ACom,Beginner,14,Memory symptoms after ACom rupture are usually less relevant than hearing symptoms.,FALSE,Memory problems are a recognised ACom-related feature.
ACom,Beginner,15,ACom aneurysms may cause cognitive symptoms even when movement is unaffected.,TRUE,Frontal and memory systems may be affected without a major motor deficit.
ACom,Beginner,15,ACom aneurysms usually present with isolated leg weakness.,FALSE,Cognitive and behavioural symptoms are important ACom features.
ACom,Beginner,15,Thinking and behaviour may be affected following ACom rupture.,TRUE,Frontal dysfunction and haemorrhage can affect cognition and behaviour.
ACom,Beginner,15,ACom aneurysms are more strongly associated with movement problems than cognitive symptoms.,FALSE,Cognitive and behavioural symptoms are characteristic concerns.
ACom,Beginner,16,Behavioural changes may occur following ACom rupture.,TRUE,Frontal lobe involvement may alter behaviour.
ACom,Beginner,16,Behaviour is usually unaffected by ACom aneurysms.,FALSE,Behavioural changes can occur.
ACom,Beginner,16,Personality changes may be seen with ACom aneurysms.,TRUE,Frontal dysfunction may affect personality.
ACom,Beginner,16,ACom aneurysms are more strongly associated with hearing changes than behavioural changes.,FALSE,Behavioural changes are more typical.
ACom,Beginner,17,ACom rupture may reduce consciousness.,TRUE,Subarachnoid haemorrhage and raised ICP can reduce consciousness.
ACom,Beginner,17,Consciousness is usually preserved after aneurysmal subarachnoid haemorrhage.,FALSE,Reduced consciousness may occur.
ACom,Beginner,17,Patients may become drowsy after ACom rupture.,TRUE,Haemorrhage and raised pressure can affect level of consciousness.
ACom,Beginner,17,ACom rupture is more commonly associated with isolated hearing loss than reduced consciousness.,FALSE,Reduced consciousness is a recognised concern after rupture.
ACom,Beginner,18,Hydrocephalus may occur after ACom haemorrhage.,TRUE,Blood can obstruct CSF circulation.
ACom,Beginner,18,ACom haemorrhage usually improves CSF drainage.,FALSE,Blood products may impair CSF flow.
ACom,Beginner,18,Blood from an ACom rupture may block CSF pathways.,TRUE,This can contribute to hydrocephalus.
ACom,Beginner,18,Hydrocephalus is unrelated to subarachnoid blood after ACom rupture.,FALSE,Subarachnoid blood can interfere with CSF flow.
ACom,Beginner,19,ACom aneurysms may affect a person's ability to plan and organise.,TRUE,Frontal lobe involvement may affect executive function.
ACom,Beginner,19,ACom aneurysms are more commonly associated with visual field loss than planning difficulties.,FALSE,Planning and executive function problems are more characteristic of frontal involvement.
ACom,Beginner,19,Problems with executive function may occur following ACom rupture.,TRUE,Executive function can be affected by frontal system disruption.
ACom,Beginner,19,Planning and decision making are usually unaffected by ACom aneurysms.,FALSE,ACom aneurysms may affect frontal executive functions.
ACom,Beginner,20,ACom aneurysms are among the most common intracranial aneurysms.,TRUE,The ACom is a frequent aneurysm location.
ACom,Beginner,20,ACom aneurysms are rarely seen in neurovascular practice.,FALSE,ACom aneurysms are commonly encountered.
ACom,Beginner,20,The anterior communicating artery is a frequent aneurysm location.,TRUE,ACom aneurysms are common in neuro practice.
ACom,Beginner,20,ACom aneurysms are less relevant than cerebellar artery aneurysms in anterior circulation teaching.,FALSE,ACom is an important anterior circulation aneurysm site.
AChA,Beginner,1,"AChA strokes may cause weakness affecting the face, arm, and leg.",True,"The AChA supplies structures including the internal capsule, where motor fibres are concentrated."
AChA,Beginner,1,AChA strokes typically affect only the leg.,False,"Weakness can affect the face, arm, and leg together."
AChA,Beginner,1,Dense weakness may occur following an AChA stroke.,True,Small lesions can affect many motor fibres in the internal capsule.
AChA,Beginner,1,Motor symptoms are uncommon after AChA stroke.,False,Weakness is a common feature of AChA stroke.
AChA,Beginner,2,AChA strokes may cause sensory loss on one side of the body.,True,Sensory pathways travel through regions supplied by the AChA.
AChA,Beginner,2,Sensory symptoms are rarely seen in AChA stroke.,False,Sensory loss is a recognised feature of AChA injury.
AChA,Beginner,2,An AChA stroke may affect both movement and sensation.,True,Motor and sensory fibres run close together in the internal capsule.
AChA,Beginner,2,AChA strokes affect sensation without affecting movement.,False,Both motor and sensory deficits may occur.
AChA,Beginner,3,AChA strokes may cause loss of vision on one side of the visual field.,True,Visual pathways supplied by the AChA may be affected.
AChA,Beginner,3,Visual symptoms never occur following AChA stroke.,False,Visual field defects are a recognised feature.
AChA,Beginner,3,An AChA stroke may affect a person's vision on one side.,True,Damage to optic pathways can produce this pattern.
AChA,Beginner,3,AChA strokes commonly cause double vision as their main symptom.,False,Visual field loss is more characteristic than diplopia.
AChA,Beginner,4,AChA is a relatively small artery.,True,"Despite its size, it supplies important deep brain structures."
AChA,Beginner,4,AChA is one of the largest arteries in the brain.,False,It is a small but clinically important vessel.
AChA,Beginner,4,A small AChA stroke may produce significant symptoms.,True,Important motor and sensory fibres pass through its territory.
AChA,Beginner,4,Small AChA strokes are always symptom-free.,False,Even small lesions can cause major deficits.
AChA,Beginner,5,The internal capsule is commonly affected by AChA stroke.,True,The internal capsule is one of the key structures supplied by the AChA.
AChA,Beginner,5,AChA strokes mainly affect the cerebellum.,False,The cerebellum is supplied by posterior circulation vessels.
AChA,Beginner,5,Damage to the internal capsule may affect multiple body regions at once.,True,"Motor fibres for the face, arm, and leg are closely packed."
AChA,Beginner,5,Internal capsule injury usually affects only a single finger.,False,Deficits are often much broader than this.
AChA,Beginner,6,"AChA strokes may affect the face, arm, and leg on the same side of the body.",False,Symptoms typically occur on the opposite side of the body.
AChA,Beginner,6,AChA strokes often produce symptoms on the opposite side of the body.,True,Motor and sensory pathways cross before reaching the limbs.
AChA,Beginner,6,Weakness from an AChA stroke is usually contralateral to the lesion.,True,Internal capsule involvement causes opposite-sided weakness.
AChA,Beginner,6,AChA strokes always cause symptoms on the same side as the lesion.,False,Symptoms are usually contralateral.
AChA,Beginner,7,"AChA stroke may produce a combination of weakness, sensory loss, and visual problems.",True,All three pathways can be affected.
AChA,Beginner,7,AChA strokes affect only a single neurological function.,False,Multiple pathways may be involved.
AChA,Beginner,7,"Motor, sensory, and visual deficits can occur together in AChA stroke.",True,This is a classic AChA stroke pattern.
AChA,Beginner,7,Visual symptoms exclude the diagnosis of AChA stroke.,False,Visual deficits may be part of the syndrome.
AChA,Beginner,8,AChA arises from the internal carotid artery.,True,The AChA is a branch of the ICA.
AChA,Beginner,8,AChA usually arises from the basilar artery.,False,It originates from the ICA.
AChA,Beginner,8,AChA is part of the anterior circulation.,True,It branches from the internal carotid artery.
AChA,Beginner,8,AChA is part of the vertebral artery system.,False,It belongs to the anterior circulation.
AChA,Beginner,9,AChA aneurysms may affect nearby visual pathways.,True,The artery lies near important optic structures.
AChA,Beginner,9,AChA aneurysms are commonly associated with cerebellar symptoms only.,False,Visual and motor pathways are more relevant.
AChA,Beginner,9,Preserving AChA flow during aneurysm treatment is important.,True,Occlusion can cause significant neurological deficits.
AChA,Beginner,9,Loss of AChA flow is usually clinically insignificant.,False,It can produce major disability.
AChA,Beginner,10,AChA strokes may produce dense neurological deficits despite a small lesion.,True,Many important fibres pass through a small area.
AChA,Beginner,10,Large areas of cortex must be damaged before symptoms occur in AChA stroke.,False,Deep fibre tracts can produce severe symptoms even with small lesions.
AChA,Beginner,10,Closely packed fibre tracts help explain the severity of some AChA strokes.,True,Many pathways travel together in the internal capsule.
AChA,Beginner,10,The effects of AChA stroke are always mild.,False,Deficits may be severe and disabling.
